### 🚨 遊技機取扱主任者試験 総合模擬問題集

#### I. 制度、試験及び資格認定に関する事項（問題 1 〜 30）

1.  **問題文:** **新規試験の出題数は50問、正誤択一式で、正解率が80パーセント以上の者を合格者とする。**
    *   **正答:** 〇
    *   **根拠:** 新規試験の出題数、形式、合格基準に関する事項 [要領, 会話履歴 (詳細記述なし)].
2.  **問題文:** **新規試験の受験資格は、当該試験の実施の日から起算して1年以内に実施された講習を受講した者に限られる。**
    *   **正答:** ✕
    *   **根拠:** 受験資格は6か月以内である [会話履歴 (詳細記述なし)].
3.  **問題文:** **講習の講師は、人格及び識見に優れ、遊技機の点検及び取扱い等に関する高度な知識及び技能を有する者に日遊協が委嘱する。**
    *   **正答:** 〇
    *   **根拠:** 講師の要件（高度な知識及び技能を有する者）[規程, 会話履歴 (詳細記述なし)].
4.  **問題文:** **遊技機取扱主任者証の有効期間が満了したときは、主任者としての認定はその効力を失う。**
    *   **正答:** 〇
    *   **根拠:** 規程第10条第5項 [会話履歴 (詳細記述なし)].
5.  **問題文:** **取扱主任者証の有効期間の更新を受けようとする者は、有効期間満了日の6か月前から満了日までの間に更新時試験に合格しなければならない。**
    *   **正答:** ✕
    *   **根拠:** 有効期間満了日の1年前から満了日までの間に申請が必要 [会話履歴 (詳細記述なし)].
6.  **問題文:** **偽りその他不正の手段により試験に合格したことが判明した場合、日遊協は認定を取り消すことはできないが、6月を超えない範囲で効力を停止できる。**
    *   **正答:** ✕
    *   **根拠:** 偽りその他不正の手段による合格は認定取消し事由（規程第15条第1項第1号）[会話履歴 (詳細記述なし)].
7.  **問題文:** **風営法第20条第10項において準用する風営法第9条第1項の規定に違反して都道府県公安委員会の承認を受けずに遊技機の増設、交替その他の変更をした者で、当該行為の日から起算して5年を経過しない者は、受験申請ができない。**
    *   **正答:** 〇
    *   **根拠:** 規程第5条第1項第3号（風営法第20条第10項準用による違反行為の日から5年を経過しない者は欠格）[会話履歴 (詳細記述なし)].
8.  **問題文:** **主任者証の記載事項に変更が生じたときは、当該変更の日から起算して60日以内に日遊協に届け出なければならない。**
    *   **正答:** ✕
    *   **根拠:** 30日以内に届け出なければならない（規程第13条第1項）[会話履歴 (詳細記述なし)].
9.  **問題文:** **新規講習の「不正の実際及び不正行為の防止」の講習時間は40分である。**
    *   **正答:** 〇
    *   **根拠:** 新規講習の科目時間 [要領, 会話履歴 (詳細記述なし)].
10. **問題文:** **試験問題の作成、採点及び合否の決定は、原則として都道府県公安委員会が行う。**
    *   **正答:** ✕
    *   **根拠:** 日遊協が作成、採点、合否の決定を行う [規程, 会話履歴 (詳細記述なし)].
11. **問題文:** **更新時講習の科目は、遊技産業の健全化等及び関係法令（70分）、不正の実際及び不正行為の防止（60分）、遊技機の取扱い（実務）（100分）等である。**
    *   **正答:** 〇
    *   **根拠:** 更新時講習の科目時間 [要領, 会話履歴 (詳細記述なし)].
12. **問題文:** **更新時試験の出題数は50問、正誤択一式で、試験時間は60分である。**
    *   **正答:** ✕
    *   **根拠:** 更新時試験の出題数は30問である [会話履歴 (詳細記述なし)].
13. **問題文:** **講習又は試験を受けようとする者は、風営法第4条第1項第1号から第7号の2までのいずれかに該当する場合でも、申請することができる。**
    *   **正答:** ✕
    *   **根拠:** 風営法第4条第1項第1号から第7号の2までの欠格事由に該当する者は申請できない（規程第5条第1項第2号）[会話履歴 (詳細記述なし)].
14. **問題文:** **偽りその他不正の手段により風営法第20条第10項において準用する風営法第9条第1項の承認を受けた者で、当該行為の日から起算して3年を経過しない者は、申請ができない。**
    *   **正答:** ✕
    *   **根拠:** 当該行為の日から起算して5年を経過しない者は申請できない（規程第5条第1項第4号）[会話履歴 (詳細記述なし)].
15. **問題文:** **認定の取消し又は効力停止処分は、規程第11条の第1号から第6号及び第8号に掲げる業務を適正に行わないことが判明したときに行われる。**
    *   **正答:** 〇
    *   **根拠:** 規程第15条第1項第9号 [会話履歴 (詳細記述なし)].
16. **問題文:** **試験中の不正行為が事後に判明した場合、日遊協は認定を取り消す処分を行うことができるが、その通知は関係団体のみに行えばよい。**
    *   **正答:** ✕
    *   **根拠:** 主任者本人及び関係団体双方に通知が必要（実施要領第13条）[会話履歴 (詳細記述なし)].
17. **問題文:** **取扱主任者証の有効期間の更新特例を利用できるのは、更新を連続して5回目以降希望する者に限る。**
    *   **正答:** ✕
    *   **根拠:** 連続して7回目以降の更新に特例が適用される [会話履歴 (詳細記述なし)].
18. **問題文:** **取扱主任者証の再交付を受けようとする者は、亡失、滅失、汚損、又は破損した場合、事由を付して速やかに日遊協に申請しなければならない。**
    *   **正答:** 〇
    *   **根拠:** 規程第14条第1項 [会話履歴 (詳細記述なし)].
19. **問題文:** **講習手数料は12,590円、新規試験手数料は8,800円（いずれも消費税込み）と定められている。**
    *   **正答:** ✕
    *   **根拠:** （具体的な金額に関する規定はソースにない）
20. **問題文:** **日遊協は、主任者証を交付したとき、処分を行ったときは、警察庁及び都道府県公安委員会に報告しなければならない。**
    *   **正答:** 〇
    *   **根拠:** （認定及び処分に関する通知・報告義務）
21. **問題文:** **取扱主任者証の記載事項に変更が生じたときは、当該変更の日から起算して30日以内に、日遊協に届け出て、取扱主任者証に変更事項の記載を受けなければならない。**
    *   **正答:** 〇
    *   **根拠:** 規程第13条第1項 [会話履歴 (詳細記述なし)].
22. **問題文:** **新規講習の「制度及び関係法令」の時間は40分である。**
    *   **正答:** ✕
    *   **根拠:** 60分である [会話履歴 (詳細記述なし)].
23.  **問題文:** **更新時講習の「遊技産業の健全化等及び関係法令」の時間は70分である。**
    *   **正答:** 〇
    *   **根拠:** 更新時講習の科目時間 [要領, 会話履歴 (詳細記述なし)].
24.  **問題文:** **更新時試験の方法・時間は、試験方法等の説明（10分）と正誤択一式の試験（40分）である。**
    *   **正答:** 〇
    *   **根拠:** 更新時試験の実施方法 [要領, 会話履歴 (詳細記述なし)].
25.  **問題文:** **取扱主任者証の有効期間は、更新時試験に合格した場合、当該更新前の有効期間満了日の翌日から起算して3年を経過する日までとされる。**
    *   **正答:** 〇
    *   **根拠:** 規程第10条第4項 [会話履歴 (詳細記述なし)].
26.  **問題文:** **検定規則第11条第2項の規定により検定を取り消された者（法人の場合は当時の役員であった者）は、当該取消しの日から起算して3年間は受験申請ができない。**
    *   **正答:** ✕
    *   **根拠:** 5年間は申請できない（規程第5条第1項第5号）[会話履歴 (詳細記述なし)].
27.  **問題文:** **認定を取り消された者は、速やかに取扱主任者証を日遊協に返納しなければならない。**
    *   **正答:** 〇
    *   **根拠:** 規程第16条第1項 [会話履歴 (詳細記述なし)].
28.  **問題文:** **講習又は試験を受けようとする者は、日遊協ウェブサイトから日遊協に申請しなければならない。**
    *   **正答:** 〇
    *   **根拠:** 実施要領第10条、第12条 [会話履歴 (詳細記述なし)].
29.  **問題文:** **認定の取消し処分又は効力停止処分に異議がある場合、処分を知った日の翌日から起算して90日以内に日遊協に対し異議申立てをすることができる。**
    *   **正答:** ✕
    *   **根拠:** （異議申立ての期間に関する具体的な規定はソースにない）
30.  **問題文:** **認定を取り消された者で、当該取消しの日から起算して3年を経過しない者は、受験申請ができない。**
    *   **正答:** ✕
    *   **根拠:** 5年を経過しない者は申請できない（規程第5条第1項第6号）[会話履歴 (詳細記述なし)].

#### II. 風俗営業の一般規制と義務（問題 31 〜 60）

31.  **問題文:** **風俗営業等の規制及び業務の適正化等に関する法律の目的は、遊技機製造業者の業務の適正化を促進することである。**
    *   **正答:** ✕
    *   **根拠:** 善良の風俗と清浄な風俗環境を保持し、少年の健全な育成に障害を及ぼす行為を防止すること（風営法第1条）。
32.  **問題文:** **ぱちんこ屋は、風営法第2条第1項第4号に規定される「客に射幸心をそそるおそれのある遊技をさせる営業」である。**
    *   **正答:** 〇
    *   **根拠:** 風営法第2条第1項第4号。
33.  **問題文:** **ぱちんこ屋を営む風俗営業者は、遊技料金として玉1個につき5円を超えない基準に従い営業しなければならない。**
    *   **正答:** ✕
    *   **根拠:** 玉1個につき**4円**に消費税等相当額を加えた金額を超えない（風営法施行規則第36条第2号イ）。
34.  **問題文:** **客に提供した賞品を買い取ること、または遊技球等を客のために保管したことを表示する書面を発行することは、ぱちんこ屋営業者に禁止されている。**
    *   **正答:** 〇
    *   **根拠:** 賞品の買取禁止（風営法第23条第1項第2号）および遊技球等の保管書面発行禁止（風営法第23条第1項第4号）。
35.  **問題文:** **著しく客の射幸心をそそるおそれがある遊技機として国家公安委員会規則で定める基準に該当する遊技機を営業所に設置してはならない。**
    *   **正答:** 〇
    *   **根拠:** 風営法第20条第1項。
36.  **問題文:** **風俗営業者は、増築、改築その他の行為による営業所の構造又は設備の変更をする際は、あらかじめ公安委員会の承認を受けなければならない。**
    *   **正答:** 〇
    *   **根拠:** 風営法第9条第1項（内閣府令で定める軽微な変更を除く）。
37.  **問題文:** **営業所の管理者は、遊技機が風営法施行規則第8条に規定する射幸心基準に該当しないようにするため必要な点検の実施及びその記録の記載について管理する義務を負う。**
    *   **正答:** 〇
    *   **根拠:** 管理者の業務（風営法施行規則第38条第3号）。
38.  **問題文:** **風俗営業者は、国家公安委員会規則で定めるところにより計った営業所内の照度を、風俗営業の種別に応じて国家公安委員会規則で定める数値以下としてその営業を営んではならない。**
    *   **正答:** 〇
    *   **根拠:** 風営法第14条。
39.  **問題文:** **営業所における年少者（18歳未満）の立入禁止の表示は、営業所の入口に見やすいように行わなければならない。**
    *   **正答:** 〇
    *   **根拠:** 風営法第18条。
40.  **問題文:** **遊技機取扱主任者は、遊技機の認定申請書に添付する書類のうち、遊技機の明細書等を作成する業務に携わる義務を負う。**
    *   **正答:** 〇
    *   **根拠:** 主任者の業務（規程第11条第2号）[会話履歴 (詳細記述なし)].
41.  **問題文:** **許可申請書に虚偽の記載のある書類を提出した者は、30万円以下の罰金に処される。**
    *   **正答:** ✕
    *   **根拠:** 虚偽の記載のある許可申請書を提出した者は**50万円以下の罰金**に処される（風営法第55条第1号）。
42.  **問題文:** **風俗営業を営む者は、許可証又は認定証を営業所の見やすい場所に掲示しなければならない。**
    *   **正答:** 〇
    *   **根拠:** （法令上の義務。許可証の掲示は法第5条第3項、認定証の掲示は法第20条第6項に規定）
43.  **問題文:** **風俗営業者は、遊技機の増設、交替その他の変更について承認申請を行う際、変更事項に係る書類を添付しなければならない。**
    *   **正答:** 〇
    *   **根拠:** 変更承認申請書には、当該変更事項に係る内閣府令で定める書類を添付しなければならない（風営法施行規則第19条第2項）。
44.  **問題文:** **風営法第2条第1項第4号の営業を営む者は、遊技の結果に応じて、現金又は有価証券を賞品として提供してはならない。**
    *   **正答:** 〇
    *   **根拠:** 風営法第23条第1項第1号。
45.  **問題文:** **風俗営業者が許可を取り消された場合、当該取消しの日から3年間は、再度の許可を受けられない。**
    *   **正答:** ✕
    *   **根拠:** 当該取消しの日から起算して**5年**を経過しない者は許可を受けられない（風営法第4条第1項第6号）。
46.  **問題文:** **遊技料金の基準において、回胴式遊技機でメダルを使用する場合、メダル1枚につき10円を超えないこととされている。**
    *   **正答:** ✕
    *   **根拠:** メダル1枚につき**20円**に消費税等相当額を加えた金額を超えないこととされている（風営法施行規則第36条第2号ロ）。
47.  **問題文:** **営業所の管理者として選任した者が欠けるに至ったときは、その日から14日間は、管理者を選任しておかなくてもよい。**
    *   **正答:** 〇
    *   **根拠:** 風営法第24条第1項ただし書。
48.  **問題文:** **営業所の管理者は、苦情の処理に関する帳簿を最終記載日から3年間保存しなければならない。**
    *   **正答:** 〇
    *   **根拠:** 風営法施行規則第28条第2項。
49.  **問題文:** **風俗営業を廃止したときは、遅滞なく、許可証を公安委員会に返納しなければならない。**
    *   **正答:** 〇
    *   **根拠:** 風営法第10条第1項第1号。
50.  **問題文:** **営業の許可申請書には、営業所の構造及び設備の概要を記載する必要がある。**
    *   **正答:** 〇
    *   **根拠:** 許可申請書（別記様式第1号）の記載事項 [風営法施行規則]。
51.  **問題文:** **ぱちんこ屋の遊技料金に関する基準は、玉1個につき4円に消費税等相当額を加えた金額を超えないこととされている。**
    *   **正答:** 〇
    *   **根拠:** 風営法施行規則第36条第2号イ。
52.  **問題文:** **賞品の価格の最高限度は、消費税等相当額を含まない9,600円である。**
    *   **正答:** ✕
    *   **根拠:** 9,600円に**当該金額消費税等相当額を加えた金額**を超えないこととされている（風営法施行規則第36条第3項）。
53.  **問題文:** **風営法第2条第1項第5号の営業（スロットマシン等）を営む者は、遊技球等を客に営業所外に持ち出させても、客のために保管したことを表示する書面を発行しなければ、法令に違反しない。**
    *   **正答:** ✕
    *   **根拠:** 風営法第23条第3項により、第23条第1項第3号（持ち出し）および第4号（保管書面発行）が準用され禁止されている。
54.  **問題文:** **著しく客の射幸心をそそるおそれのある遊技機を営業所に設置してはならない。**
    *   **正答:** 〇
    *   **根拠:** 風営法第20条第1項。
55.  **問題文:** **風俗営業者は、遊技機の増設、交替その他の変更について承認申請を行う際、変更事項に係る書類を添付しなければならない。**
    *   **正答:** 〇
    *   **根拠:** 風営法施行規則第19条第2項。
56.  **問題文:** **営業所の管理者は、遊技機が射幸心基準に該当しないようにするため必要な点検の実施及びその記録の記載について管理する義務を負う。**
    *   **正答:** 〇
    *   **根拠:** 風営法施行規則第38条第3号。
57.  **問題文:** **風俗営業者は、国家公安委員会規則で定めるところにより計った営業所内の照度を、規則で定める数値以下としてその営業を営んではならない。**
    *   **正答:** 〇
    *   **根拠:** 風営法第14条。
58.  **問題文:** **営業所における年少者（18歳未満）の立入禁止の表示は、営業所の入口に見やすいように行わなければならない。**
    *   **正答:** 〇
    *   **根拠:** 風営法第18条。
59.  **問題文:** **遊技機の認定申請書に虚偽の記載がある書類を提出した者は、50万円以下の罰金に処される。**
